No	Time	T1/T2	Value	Unit	Judge
466	2018/03/22_15:29:41	T1	296.0	K-T	Fail
467	2018/03/22_15:29:42	T1	296.0	K-T	Fail
468	2018/03/22_15:29:43	T1	296.0	K-T	Fail
469	2018/03/22_15:29:44	T1	296.0	K-T	Fail
470	2018/03/22_15:29:45	T1	296.0	K-T	Fail
471	2018/03/22_15:29:46	T1	296.0	K-T	Fail
472	2018/03/22_15:29:47	T1	296.0	K-T	Fail
473	2018/03/22_15:29:48	T1	296.0	K-T	Fail
474	2018/03/22_15:29:49	T1	296.0	K-T	Fail
475	2018/03/22_15:29:50	T1	296.0	K-T	Fail
476	2018/03/22_15:29:51	T1	296.0	K-T	Fail
477	2018/03/22_15:29:52	T1	296.0	K-T	Fail
478	2018/03/22_15:29:53	T1	296.0	K-T	Fail
479	2018/03/22_15:29:54	T1	296.0	K-T	Fail
480	2018/03/22_15:29:55	T1	296.0	K-T	Fail
481	2018/03/22_15:29:56	T1	296.0	K-T	Fail
482	2018/03/22_15:29:57	T1	296.0	K-T	Fail
483	2018/03/22_15:29:58	T1	296.0	K-T	Fail
484	2018/03/22_15:29:59	T1	296.0	K-T	Fail
485	2018/03/22_15:30:00	T1	296.0	K-T	Fail
486	2018/03/22_15:30:01	T1	296.0	K-T	Fail
487	2018/03/22_15:30:02	T1	296.0	K-T	Fail
488	2018/03/22_15:30:03	T1	296.0	K-T	Fail
489	2018/03/22_15:30:04	T1	296.0	K-T	Fail
490	2018/03/22_15:30:05	T1	296.0	K-T	Fail
491	2018/03/22_15:30:06	T1	296.0	K-T	Fail
492	2018/03/22_15:30:07	T1	296.0	K-T	Fail
493	2018/03/22_15:30:08	T1	296.0	K-T	Fail
494	2018/03/22_15:30:09	T1	296.0	K-T	Fail
495	2018/03/22_15:30:10	T1	296.0	K-T	Fail
496	2018/03/22_15:30:11	T1	296.0	K-T	Fail
497	2018/03/22_15:30:12	T1	296.0	K-T	Fail
498	2018/03/22_15:30:13	T1	296.0	K-T	Fail
499	2018/03/22_15:30:14	T1	296.0	K-T	Fail
500	2018/03/22_15:30:15	T1	296.0	K-T	Fail
501	2018/03/22_15:30:16	T1	296.0	K-T	Fail
502	2018/03/22_15:30:17	T1	296.0	K-T	Fail
503	2018/03/22_15:30:18	T1	296.0	K-T	Fail
504	2018/03/22_15:30:19	T1	296.0	K-T	Fail
505	2018/03/22_15:30:20	T1	296.0	K-T	Fail
506	2018/03/22_15:30:21	T1	296.0	K-T	Fail
507	2018/03/22_15:30:22	T1	296.0	K-T	Fail
508	2018/03/22_15:30:23	T1	296.0	K-T	Fail
509	2018/03/22_15:30:24	T1	296.0	K-T	Fail
510	2018/03/22_15:30:25	T1	296.0	K-T	Fail
511	2018/03/22_15:30:26	T1	296.0	K-T	Fail
512	2018/03/22_15:30:27	T1	296.0	K-T	Fail
513	2018/03/22_15:30:28	T1	296.1	K-T	Fail
514	2018/03/22_15:30:29	T1	296.0	K-T	Fail
515	2018/03/22_15:30:30	T1	296.0	K-T	Fail
516	2018/03/22_15:30:31	T1	296.0	K-T	Fail
517	2018/03/22_15:30:32	T1	296.0	K-T	Fail
518	2018/03/22_15:30:33	T1	296.0	K-T	Fail
519	2018/03/22_15:30:34	T1	296.0	K-T	Fail
520	2018/03/22_15:30:35	T1	296.0	K-T	Fail
521	2018/03/22_15:30:36	T1	296.0	K-T	Fail
522	2018/03/22_15:30:37	T1	296.0	K-T	Fail
523	2018/03/22_15:30:38	T1	296.0	K-T	Fail
524	2018/03/22_15:30:39	T1	296.0	K-T	Fail
525	2018/03/22_15:30:40	T1	296.0	K-T	Fail
526	2018/03/22_15:30:41	T1	296.0	K-T	Fail
527	2018/03/22_15:30:42	T1	296.0	K-T	Fail
528	2018/03/22_15:30:43	T1	296.0	K-T	Fail
529	2018/03/22_15:30:44	T1	296.0	K-T	Fail
530	2018/03/22_15:30:45	T1	296.0	K-T	Fail
531	2018/03/22_15:30:46	T1	296.0	K-T	Fail
532	2018/03/22_15:30:47	T1	296.0	K-T	Fail
533	2018/03/22_15:30:48	T1	296.0	K-T	Fail
534	2018/03/22_15:30:49	T1	296.0	K-T	Fail
535	2018/03/22_15:30:50	T1	296.0	K-T	Fail
536	2018/03/22_15:30:51	T1	296.0	K-T	Fail
537	2018/03/22_15:30:52	T1	296.0	K-T	Fail
538	2018/03/22_15:30:53	T1	296.0	K-T	Fail
539	2018/03/22_15:30:54	T1	296.0	K-T	Fail
540	2018/03/22_15:30:55	T1	296.0	K-T	Fail
541	2018/03/22_15:30:56	T1	296.0	K-T	Fail
542	2018/03/22_15:30:57	T1	296.0	K-T	Fail
543	2018/03/22_15:30:58	T1	296.0	K-T	Fail
544	2018/03/22_15:30:59	T1	296.0	K-T	Fail
545	2018/03/22_15:31:00	T1	296.0	K-T	Fail
546	2018/03/22_15:31:01	T1	296.0	K-T	Fail
547	2018/03/22_15:31:02	T1	296.0	K-T	Fail
548	2018/03/22_15:31:03	T1	296.0	K-T	Fail
549	2018/03/22_15:31:04	T1	296.0	K-T	Fail
550	2018/03/22_15:31:05	T1	296.0	K-T	Fail
551	2018/03/22_15:31:06	T1	296.0	K-T	Fail
552	2018/03/22_15:31:07	T1	296.0	K-T	Fail
553	2018/03/22_15:31:08	T1	296.0	K-T	Fail
554	2018/03/22_15:31:09	T1	296.0	K-T	Fail
555	2018/03/22_15:31:10	T1	296.0	K-T	Fail
556	2018/03/22_15:31:11	T1	296.0	K-T	Fail
557	2018/03/22_15:31:12	T1	296.0	K-T	Fail
558	2018/03/22_15:31:13	T1	296.0	K-T	Fail
559	2018/03/22_15:31:14	T1	296.0	K-T	Fail
560	2018/03/22_15:31:15	T1	296.0	K-T	Fail
561	2018/03/22_15:31:16	T1	296.0	K-T	Fail
562	2018/03/22_15:31:17	T1	296.0	K-T	Fail
563	2018/03/22_15:31:18	T1	296.0	K-T	Fail
564	2018/03/22_15:31:19	T1	296.0	K-T	Fail
565	2018/03/22_15:31:20	T1	296.0	K-T	Fail
566	2018/03/22_15:31:21	T1	296.0	K-T	Fail
567	2018/03/22_15:31:22	T1	296.0	K-T	Fail
568	2018/03/22_15:31:23	T1	296.0	K-T	Fail
569	2018/03/22_15:31:24	T1	296.0	K-T	Fail
570	2018/03/22_15:31:25	T1	296.0	K-T	Fail
571	2018/03/22_15:31:26	T1	296.0	K-T	Fail
572	2018/03/22_15:31:27	T1	296.0	K-T	Fail
573	2018/03/22_15:31:28	T1	296.0	K-T	Fail
574	2018/03/22_15:31:29	T1	296.0	K-T	Fail
575	2018/03/22_15:31:30	T1	296.0	K-T	Fail
576	2018/03/22_15:31:31	T1	296.0	K-T	Fail
577	2018/03/22_15:31:32	T1	296.0	K-T	Fail
578	2018/03/22_15:31:33	T1	296.0	K-T	Fail
579	2018/03/22_15:31:34	T1	296.0	K-T	Fail
580	2018/03/22_15:31:35	T1	296.0	K-T	Fail
581	2018/03/22_15:31:36	T1	296.0	K-T	Fail
582	2018/03/22_15:31:37	T1	296.0	K-T	Fail
583	2018/03/22_15:31:38	T1	296.0	K-T	Fail
584	2018/03/22_15:31:39	T1	296.0	K-T	Fail
585	2018/03/22_15:31:40	T1	296.0	K-T	Fail
586	2018/03/22_15:31:41	T1	296.0	K-T	Fail
587	2018/03/22_15:31:42	T1	296.0	K-T	Fail
588	2018/03/22_15:31:43	T1	296.0	K-T	Fail
589	2018/03/22_15:31:44	T1	296.0	K-T	Fail
590	2018/03/22_15:31:45	T1	296.0	K-T	Fail
591	2018/03/22_15:31:46	T1	296.0	K-T	Fail
592	2018/03/22_15:31:47	T1	296.0	K-T	Fail
593	2018/03/22_15:31:48	T1	296.0	K-T	Fail
594	2018/03/22_15:31:49	T1	296.0	K-T	Fail
595	2018/03/22_15:31:50	T1	296.0	K-T	Fail
596	2018/03/22_15:31:51	T1	296.0	K-T	Fail
597	2018/03/22_15:31:52	T1	296.0	K-T	Fail
598	2018/03/22_15:31:53	T1	296.0	K-T	Fail
599	2018/03/22_15:31:54	T1	296.0	K-T	Fail
600	2018/03/22_15:31:55	T1	296.0	K-T	Fail
601	2018/03/22_15:31:56	T1	296.0	K-T	Fail
602	2018/03/22_15:31:57	T1	296.0	K-T	Fail
603	2018/03/22_15:31:58	T1	296.0	K-T	Fail
604	2018/03/22_15:31:59	T1	296.0	K-T	Fail
605	2018/03/22_15:32:00	T1	296.0	K-T	Fail
606	2018/03/22_15:32:01	T1	296.0	K-T	Fail
607	2018/03/22_15:32:02	T1	296.0	K-T	Fail
608	2018/03/22_15:32:03	T1	296.0	K-T	Fail
609	2018/03/22_15:32:04	T1	296.0	K-T	Fail
610	2018/03/22_15:32:05	T1	296.0	K-T	Fail
611	2018/03/22_15:32:06	T1	296.0	K-T	Fail
612	2018/03/22_15:32:07	T1	296.0	K-T	Fail
613	2018/03/22_15:32:08	T1	296.0	K-T	Fail
614	2018/03/22_15:32:09	T1	296.0	K-T	Fail
615	2018/03/22_15:32:10	T1	296.0	K-T	Fail
616	2018/03/22_15:32:11	T1	296.0	K-T	Fail
617	2018/03/22_15:32:12	T1	296.0	K-T	Fail
618	2018/03/22_15:32:13	T1	296.1	K-T	Fail
619	2018/03/22_15:32:14	T1	296.0	K-T	Fail
620	2018/03/22_15:32:15	T1	296.1	K-T	Fail
621	2018/03/22_15:32:16	T1	296.1	K-T	Fail
622	2018/03/22_15:32:17	T1	296.1	K-T	Fail
623	2018/03/22_15:32:18	T1	296.1	K-T	Fail
624	2018/03/22_15:32:19	T1	296.1	K-T	Fail
625	2018/03/22_15:32:20	T1	296.2	K-T	Fail
626	2018/03/22_15:32:21	T1	296.2	K-T	Fail
627	2018/03/22_15:32:22	T1	296.3	K-T	Fail
628	2018/03/22_15:32:23	T1	296.3	K-T	Fail
629	2018/03/22_15:32:24	T1	296.3	K-T	Fail
630	2018/03/22_15:32:25	T1	296.3	K-T	Fail
631	2018/03/22_15:32:26	T1	296.4	K-T	Fail
632	2018/03/22_15:32:27	T1	296.4	K-T	Fail
633	2018/03/22_15:32:28	T1	296.5	K-T	Fail
634	2018/03/22_15:32:29	T1	296.5	K-T	Fail
635	2018/03/22_15:32:30	T1	296.6	K-T	Fail
636	2018/03/22_15:32:31	T1	296.7	K-T	Fail
637	2018/03/22_15:32:32	T1	296.8	K-T	Fail
638	2018/03/22_15:32:33	T1	296.8	K-T	Fail
639	2018/03/22_15:32:34	T1	296.9	K-T	Fail
640	2018/03/22_15:32:35	T1	297.0	K-T	Fail
641	2018/03/22_15:32:36	T1	297.1	K-T	Fail
642	2018/03/22_15:32:37	T1	297.2	K-T	Fail
643	2018/03/22_15:32:38	T1	297.3	K-T	Fail
644	2018/03/22_15:32:39	T1	297.4	K-T	Fail
645	2018/03/22_15:32:40	T1	297.5	K-T	Fail
646	2018/03/22_15:32:41	T1	297.6	K-T	Fail
647	2018/03/22_15:32:42	T1	297.6	K-T	Fail
648	2018/03/22_15:32:43	T1	297.8	K-T	Fail
649	2018/03/22_15:32:44	T1	297.8	K-T	Fail
650	2018/03/22_15:32:45	T1	297.9	K-T	Fail
651	2018/03/22_15:32:46	T1	298.0	K-T	Fail
652	2018/03/22_15:32:47	T1	298.1	K-T	Fail
653	2018/03/22_15:32:48	T1	298.2	K-T	Fail
654	2018/03/22_15:32:49	T1	298.3	K-T	Fail
655	2018/03/22_15:32:50	T1	298.4	K-T	Fail
656	2018/03/22_15:32:51	T1	298.5	K-T	Fail
657	2018/03/22_15:32:52	T1	298.6	K-T	Fail
658	2018/03/22_15:32:53	T1	298.8	K-T	Fail
659	2018/03/22_15:32:54	T1	298.9	K-T	Fail
660	2018/03/22_15:32:55	T1	299.1	K-T	Fail
661	2018/03/22_15:32:56	T1	299.2	K-T	Fail
662	2018/03/22_15:32:57	T1	299.3	K-T	Fail
663	2018/03/22_15:32:58	T1	299.4	K-T	Fail
664	2018/03/22_15:32:59	T1	299.5	K-T	Fail
665	2018/03/22_15:33:00	T1	299.6	K-T	Fail
666	2018/03/22_15:33:01	T1	299.7	K-T	Fail
667	2018/03/22_15:33:02	T1	299.8	K-T	Fail
668	2018/03/22_15:33:03	T1	299.9	K-T	Fail
669	2018/03/22_15:33:04	T1	300.1	K-T	Fail
670	2018/03/22_15:33:05	T1	300.2	K-T	Fail
671	2018/03/22_15:33:06	T1	300.2	K-T	Fail
672	2018/03/22_15:33:07	T1	300.3	K-T	Fail
673	2018/03/22_15:33:08	T1	300.4	K-T	Fail
674	2018/03/22_15:33:09	T1	300.5	K-T	Fail
675	2018/03/22_15:33:10	T1	300.6	K-T	Fail
676	2018/03/22_15:33:11	T1	300.8	K-T	Fail
677	2018/03/22_15:33:12	T1	300.9	K-T	Fail
678	2018/03/22_15:33:13	T1	300.9	K-T	Fail
679	2018/03/22_15:33:14	T1	301.0	K-T	Fail
680	2018/03/22_15:33:15	T1	301.1	K-T	Fail
681	2018/03/22_15:33:16	T1	301.2	K-T	Fail
682	2018/03/22_15:33:17	T1	301.3	K-T	Fail
683	2018/03/22_15:33:18	T1	301.4	K-T	Fail
684	2018/03/22_15:33:19	T1	301.5	K-T	Fail
685	2018/03/22_15:33:20	T1	301.6	K-T	Fail
686	2018/03/22_15:33:21	T1	301.8	K-T	Fail
687	2018/03/22_15:33:22	T1	301.8	K-T	Fail
688	2018/03/22_15:33:23	T1	302.0	K-T	Fail
689	2018/03/22_15:33:24	T1	302.1	K-T	Fail
690	2018/03/22_15:33:25	T1	302.2	K-T	Fail
691	2018/03/22_15:33:26	T1	302.2	K-T	Fail
692	2018/03/22_15:33:27	T1	302.3	K-T	Fail
693	2018/03/22_15:33:28	T1	302.4	K-T	Fail
694	2018/03/22_15:33:29	T1	302.5	K-T	Fail
695	2018/03/22_15:33:30	T1	302.6	K-T	Fail
696	2018/03/22_15:33:31	T1	302.7	K-T	Fail
697	2018/03/22_15:33:32	T1	302.8	K-T	Fail
698	2018/03/22_15:33:33	T1	302.9	K-T	Fail
699	2018/03/22_15:33:34	T1	302.9	K-T	Fail
700	2018/03/22_15:33:35	T1	303.0	K-T	Fail
701	2018/03/22_15:33:36	T1	303.1	K-T	Fail
702	2018/03/22_15:33:37	T1	303.2	K-T	Fail
703	2018/03/22_15:33:38	T1	303.2	K-T	Fail
704	2018/03/22_15:33:39	T1	303.3	K-T	Fail
705	2018/03/22_15:33:40	T1	303.4	K-T	Fail
706	2018/03/22_15:33:41	T1	303.5	K-T	Fail
707	2018/03/22_15:33:42	T1	303.6	K-T	Fail
708	2018/03/22_15:33:43	T1	303.6	K-T	Fail
709	2018/03/22_15:33:44	T1	303.7	K-T	Fail
710	2018/03/22_15:33:45	T1	303.9	K-T	Fail
711	2018/03/22_15:33:46	T1	303.9	K-T	Fail
712	2018/03/22_15:33:47	T1	304.0	K-T	Fail
713	2018/03/22_15:33:48	T1	304.0	K-T	Fail
714	2018/03/22_15:33:49	T1	304.1	K-T	Fail
715	2018/03/22_15:33:50	T1	304.1	K-T	Fail
716	2018/03/22_15:33:51	T1	304.2	K-T	Fail
717	2018/03/22_15:33:52	T1	304.3	K-T	Fail
718	2018/03/22_15:33:53	T1	304.4	K-T	Fail
719	2018/03/22_15:33:54	T1	304.4	K-T	Fail
720	2018/03/22_15:33:55	T1	304.5	K-T	Fail
721	2018/03/22_15:33:56	T1	304.6	K-T	Fail
722	2018/03/22_15:33:57	T1	304.7	K-T	Fail
723	2018/03/22_15:33:58	T1	304.8	K-T	Fail
724	2018/03/22_15:33:59	T1	304.9	K-T	Fail
725	2018/03/22_15:34:00	T1	304.9	K-T	Fail
726	2018/03/22_15:34:01	T1	305.0	K-T	Fail
727	2018/03/22_15:34:02	T1	305.1	K-T	Fail
728	2018/03/22_15:34:03	T1	305.1	K-T	Fail
729	2018/03/22_15:34:04	T1	305.2	K-T	Fail
730	2018/03/22_15:34:05	T1	305.3	K-T	Fail
731	2018/03/22_15:34:06	T1	305.3	K-T	Fail
732	2018/03/22_15:34:07	T1	305.4	K-T	Fail
733	2018/03/22_15:34:08	T1	305.4	K-T	Fail
734	2018/03/22_15:34:09	T1	305.5	K-T	Fail
735	2018/03/22_15:34:10	T1	305.6	K-T	Fail
736	2018/03/22_15:34:11	T1	305.7	K-T	Fail
737	2018/03/22_15:34:12	T1	305.7	K-T	Fail
738	2018/03/22_15:34:13	T1	305.8	K-T	Fail
739	2018/03/22_15:34:14	T1	305.8	K-T	Fail
740	2018/03/22_15:34:15	T1	305.9	K-T	Fail
741	2018/03/22_15:34:16	T1	306.0	K-T	Fail
742	2018/03/22_15:34:17	T1	306.0	K-T	Fail
743	2018/03/22_15:34:18	T1	306.0	K-T	Fail
744	2018/03/22_15:34:19	T1	306.1	K-T	Fail
745	2018/03/22_15:34:20	T1	306.1	K-T	Fail
746	2018/03/22_15:34:21	T1	306.2	K-T	Fail
747	2018/03/22_15:34:22	T1	306.3	K-T	Fail
748	2018/03/22_15:34:23	T1	306.3	K-T	Fail
749	2018/03/22_15:34:24	T1	306.3	K-T	Fail
750	2018/03/22_15:34:25	T1	306.4	K-T	Fail
751	2018/03/22_15:34:26	T1	306.4	K-T	Fail
752	2018/03/22_15:34:27	T1	306.6	K-T	Fail
753	2018/03/22_15:34:28	T1	306.6	K-T	Fail
754	2018/03/22_15:34:29	T1	306.7	K-T	Fail
755	2018/03/22_15:34:30	T1	306.8	K-T	Fail
756	2018/03/22_15:34:31	T1	306.8	K-T	Fail
757	2018/03/22_15:34:32	T1	306.9	K-T	Fail
758	2018/03/22_15:34:33	T1	306.9	K-T	Fail
759	2018/03/22_15:34:34	T1	306.9	K-T	Fail
760	2018/03/22_15:34:35	T1	307.0	K-T	Fail
761	2018/03/22_15:34:36	T1	307.0	K-T	Fail
762	2018/03/22_15:34:37	T1	307.1	K-T	Fail
763	2018/03/22_15:34:38	T1	307.2	K-T	Fail
764	2018/03/22_15:34:39	T1	307.2	K-T	Fail
765	2018/03/22_15:34:40	T1	307.3	K-T	Fail
766	2018/03/22_15:34:41	T1	307.3	K-T	Fail
767	2018/03/22_15:34:42	T1	307.4	K-T	Fail
768	2018/03/22_15:34:43	T1	307.4	K-T	Fail
769	2018/03/22_15:34:44	T1	307.5	K-T	Fail
770	2018/03/22_15:34:45	T1	307.6	K-T	Fail
771	2018/03/22_15:34:46	T1	307.6	K-T	Fail
772	2018/03/22_15:34:47	T1	307.6	K-T	Fail
773	2018/03/22_15:34:48	T1	307.7	K-T	Fail
774	2018/03/22_15:34:49	T1	307.7	K-T	Fail
775	2018/03/22_15:34:50	T1	307.8	K-T	Fail
776	2018/03/22_15:34:51	T1	307.8	K-T	Fail
777	2018/03/22_15:34:52	T1	307.8	K-T	Fail
778	2018/03/22_15:34:53	T1	307.9	K-T	Fail
779	2018/03/22_15:34:54	T1	308.0	K-T	Fail
780	2018/03/22_15:34:55	T1	308.0	K-T	Fail
781	2018/03/22_15:34:56	T1	308.1	K-T	Fail
782	2018/03/22_15:34:57	T1	308.2	K-T	Fail
783	2018/03/22_15:34:58	T1	308.2	K-T	Fail
784	2018/03/22_15:34:59	T1	308.3	K-T	Fail
785	2018/03/22_15:35:00	T1	308.3	K-T	Fail
786	2018/03/22_15:35:01	T1	308.3	K-T	Fail
787	2018/03/22_15:35:02	T1	308.3	K-T	Fail
788	2018/03/22_15:35:03	T1	308.4	K-T	Fail
789	2018/03/22_15:35:04	T1	308.4	K-T	Fail
790	2018/03/22_15:35:05	T1	308.5	K-T	Fail
791	2018/03/22_15:35:06	T1	308.5	K-T	Fail
792	2018/03/22_15:35:07	T1	308.5	K-T	Fail
793	2018/03/22_15:35:08	T1	308.6	K-T	Fail
794	2018/03/22_15:35:09	T1	308.7	K-T	Fail
795	2018/03/22_15:35:10	T1	308.8	K-T	Fail
796	2018/03/22_15:35:11	T1	308.8	K-T	Fail
797	2018/03/22_15:35:12	T1	308.9	K-T	Fail
798	2018/03/22_15:35:13	T1	308.9	K-T	Fail
799	2018/03/22_15:35:14	T1	308.9	K-T	Fail
800	2018/03/22_15:35:15	T1	309.0	K-T	Fail
801	2018/03/22_15:35:16	T1	309.1	K-T	Fail
802	2018/03/22_15:35:17	T1	309.2	K-T	Fail
803	2018/03/22_15:35:18	T1	309.3	K-T	Fail
804	2018/03/22_15:35:19	T1	309.3	K-T	Fail
805	2018/03/22_15:35:20	T1	309.4	K-T	Fail
806	2018/03/22_15:35:21	T1	309.5	K-T	Fail
807	2018/03/22_15:35:22	T1	309.6	K-T	Fail
808	2018/03/22_15:35:23	T1	309.7	K-T	Fail
809	2018/03/22_15:35:24	T1	309.8	K-T	Fail
810	2018/03/22_15:35:25	T1	309.9	K-T	Fail
811	2018/03/22_15:35:26	T1	310.0	K-T	Fail
812	2018/03/22_15:35:27	T1	310.0	K-T	Fail
813	2018/03/22_15:35:28	T1	310.1	K-T	Fail
814	2018/03/22_15:35:29	T1	310.3	K-T	Fail
815	2018/03/22_15:35:30	T1	310.4	K-T	Fail
816	2018/03/22_15:35:31	T1	310.5	K-T	Fail
817	2018/03/22_15:35:32	T1	310.6	K-T	Fail
818	2018/03/22_15:35:33	T1	310.7	K-T	Fail
819	2018/03/22_15:35:34	T1	310.8	K-T	Fail
820	2018/03/22_15:35:35	T1	310.9	K-T	Fail
821	2018/03/22_15:35:36	T1	311.1	K-T	Fail
822	2018/03/22_15:35:37	T1	311.2	K-T	Fail
823	2018/03/22_15:35:38	T1	311.3	K-T	Fail
824	2018/03/22_15:35:39	T1	311.4	K-T	Fail
825	2018/03/22_15:35:40	T1	311.5	K-T	Fail
826	2018/03/22_15:35:41	T1	311.5	K-T	Fail
827	2018/03/22_15:35:42	T1	311.6	K-T	Fail
828	2018/03/22_15:35:43	T1	311.8	K-T	Fail
829	2018/03/22_15:35:44	T1	311.9	K-T	Fail
830	2018/03/22_15:35:45	T1	312.0	K-T	Fail
831	2018/03/22_15:35:46	T1	312.1	K-T	Fail
832	2018/03/22_15:35:47	T1	312.2	K-T	Fail
833	2018/03/22_15:35:48	T1	312.2	K-T	Fail
834	2018/03/22_15:35:49	T1	312.3	K-T	Fail
835	2018/03/22_15:35:50	T1	312.5	K-T	Fail
836	2018/03/22_15:35:51	T1	312.6	K-T	Fail
837	2018/03/22_15:35:52	T1	312.7	K-T	Fail
838	2018/03/22_15:35:53	T1	312.7	K-T	Fail
839	2018/03/22_15:35:54	T1	312.8	K-T	Fail
840	2018/03/22_15:35:55	T1	312.9	K-T	Fail
841	2018/03/22_15:35:56	T1	313.0	K-T	Fail
842	2018/03/22_15:35:57	T1	313.1	K-T	Fail
843	2018/03/22_15:35:58	T1	313.2	K-T	Fail
844	2018/03/22_15:35:59	T1	313.3	K-T	Fail
845	2018/03/22_15:36:00	T1	313.4	K-T	Fail
846	2018/03/22_15:36:01	T1	313.5	K-T	Fail
847	2018/03/22_15:36:02	T1	313.6	K-T	Fail
848	2018/03/22_15:36:03	T1	313.7	K-T	Fail
849	2018/03/22_15:36:04	T1	313.8	K-T	Fail
850	2018/03/22_15:36:05	T1	313.9	K-T	Fail
851	2018/03/22_15:36:06	T1	314.0	K-T	Fail
852	2018/03/22_15:36:07	T1	314.1	K-T	Fail
853	2018/03/22_15:36:08	T1	314.2	K-T	Fail
854	2018/03/22_15:36:09	T1	314.3	K-T	Fail
855	2018/03/22_15:36:10	T1	314.4	K-T	Fail
856	2018/03/22_15:36:11	T1	314.5	K-T	Fail
857	2018/03/22_15:36:12	T1	314.6	K-T	Fail
858	2018/03/22_15:36:13	T1	314.7	K-T	Fail
859	2018/03/22_15:36:14	T1	314.9	K-T	Fail
860	2018/03/22_15:36:15	T1	315.0	K-T	Fail
861	2018/03/22_15:36:16	T1	315.1	K-T	Fail
862	2018/03/22_15:36:17	T1	315.2	K-T	Fail
863	2018/03/22_15:36:18	T1	315.4	K-T	Fail
864	2018/03/22_15:36:19	T1	315.5	K-T	Fail
865	2018/03/22_15:36:20	T1	315.5	K-T	Fail
866	2018/03/22_15:36:21	T1	315.6	K-T	Fail
867	2018/03/22_15:36:22	T1	315.8	K-T	Fail
868	2018/03/22_15:36:23	T1	315.9	K-T	Fail
869	2018/03/22_15:36:24	T1	316.0	K-T	Fail
870	2018/03/22_15:36:25	T1	316.1	K-T	Fail
871	2018/03/22_15:36:26	T1	316.2	K-T	Fail
872	2018/03/22_15:36:27	T1	316.3	K-T	Fail
873	2018/03/22_15:36:28	T1	316.4	K-T	Fail
874	2018/03/22_15:36:29	T1	316.5	K-T	Fail
875	2018/03/22_15:36:30	T1	316.7	K-T	Fail
876	2018/03/22_15:36:31	T1	316.7	K-T	Fail
877	2018/03/22_15:36:32	T1	316.8	K-T	Fail
878	2018/03/22_15:36:33	T1	316.9	K-T	Fail
879	2018/03/22_15:36:34	T1	317.0	K-T	Fail
880	2018/03/22_15:36:35	T1	317.1	K-T	Fail
881	2018/03/22_15:36:36	T1	317.2	K-T	Fail
882	2018/03/22_15:36:37	T1	317.2	K-T	Fail
883	2018/03/22_15:36:38	T1	317.3	K-T	Fail
884	2018/03/22_15:36:39	T1	317.4	K-T	Fail
885	2018/03/22_15:36:40	T1	317.5	K-T	Fail
886	2018/03/22_15:36:41	T1	317.5	K-T	Fail
887	2018/03/22_15:36:42	T1	317.6	K-T	Fail
888	2018/03/22_15:36:43	T1	317.7	K-T	Fail
889	2018/03/22_15:36:44	T1	317.8	K-T	Fail
890	2018/03/22_15:36:45	T1	317.9	K-T	Fail
891	2018/03/22_15:36:46	T1	318.0	K-T	Fail
892	2018/03/22_15:36:47	T1	318.1	K-T	Fail
893	2018/03/22_15:36:48	T1	318.2	K-T	Fail
894	2018/03/22_15:36:49	T1	318.3	K-T	Fail
895	2018/03/22_15:36:50	T1	318.4	K-T	Fail
896	2018/03/22_15:36:51	T1	318.5	K-T	Fail
897	2018/03/22_15:36:52	T1	318.6	K-T	Fail
898	2018/03/22_15:36:53	T1	318.7	K-T	Fail
899	2018/03/22_15:36:54	T1	318.8	K-T	Fail
900	2018/03/22_15:36:55	T1	319.0	K-T	Fail
901	2018/03/22_15:36:56	T1	319.0	K-T	Fail
902	2018/03/22_15:36:57	T1	319.1	K-T	Fail
903	2018/03/22_15:36:58	T1	319.3	K-T	Fail
904	2018/03/22_15:36:59	T1	319.4	K-T	Fail
905	2018/03/22_15:37:00	T1	319.6	K-T	Fail
906	2018/03/22_15:37:01	T1	319.7	K-T	Fail
907	2018/03/22_15:37:02	T1	319.8	K-T	Fail
908	2018/03/22_15:37:03	T1	319.9	K-T	Fail
909	2018/03/22_15:37:04	T1	320.1	K-T	Fail
910	2018/03/22_15:37:05	T1	320.2	K-T	Fail
911	2018/03/22_15:37:06	T1	320.4	K-T	Fail
912	2018/03/22_15:37:07	T1	320.5	K-T	Fail
913	2018/03/22_15:37:08	T1	320.7	K-T	Fail
914	2018/03/22_15:37:09	T1	320.8	K-T	Fail
915	2018/03/22_15:37:10	T1	321.0	K-T	Fail
916	2018/03/22_15:37:11	T1	321.1	K-T	Fail
917	2018/03/22_15:37:12	T1	321.3	K-T	Fail
918	2018/03/22_15:37:13	T1	321.4	K-T	Fail
919	2018/03/22_15:37:14	T1	321.5	K-T	Fail
920	2018/03/22_15:37:15	T1	321.8	K-T	Fail
921	2018/03/22_15:37:16	T1	321.9	K-T	Fail
922	2018/03/22_15:37:17	T1	322.1	K-T	Fail
923	2018/03/22_15:37:18	T1	322.3	K-T	Fail
924	2018/03/22_15:37:19	T1	322.4	K-T	Fail
925	2018/03/22_15:37:20	T1	322.5	K-T	Fail
926	2018/03/22_15:37:21	T1	322.7	K-T	Fail
927	2018/03/22_15:37:22	T1	322.8	K-T	Fail
928	2018/03/22_15:37:23	T1	323.0	K-T	Fail
929	2018/03/22_15:37:24	T1	323.1	K-T	Fail
930	2018/03/22_15:37:25	T1	323.3	K-T	Fail
